relation_id,sentence_id,description,is_true,expectation,words,p_start,p_length,c_start,c_length
11253563@41_867-11253563@41_1117,11253563@41,Edward Albee-Eric Blau & Mort Shuman Music,,0.468,"{July,2012,The,Pirates,of,Penzance,Book,by,W.,S.,Gilbert,"","",Music,by,Arthur,Sullivan,April,2012,Romeo,and,Juliet,by,William,Shakespeare,February,2012,Boeing,Boeing,December,2011,Every,Christmas,Story,Ever,Told,by,Michael,Carleton,"","",Jim,FitzGerald,&,John,K.,Alvarez,October,2011,Little,Shop,of,Horrors,by,Alan,Menken,&,Howard,Ashman,July,2011,RENT,by,Jonathan,Larson,April,2011,The,Importance,of,Being,Earnest,by,Oscar,Wilde,February,2011,The,Last,of,the,Red,Hot,Lovers,by,Neil,Simon,Nov/Dec,2010,Robert,Louis,Stevenson,'s,Treasure,Island,by,Ken,Ludwig,',"""",``,October,2010,'',',``,The,Rocky,Horror,Show,'',by,Richard,O'Brien,July,2010,``,Hairspray,'',Book,:,Mark,O'Donnell,&,Thomas,Meehan,Music,&,Lyrics,:,Marc,Shaiman,Lyrics,:,Scott,Wittman,2009,``,Dirty,Blonde,'',by,Claudia,Shear,``,Fiddler,on,the,Roof,'',Book,by,Joseph,Stein,"","",Lyrics,by,Sheldon,Harnick,"","",Music,by,Jerry,Bock,``,Laughter,on,the,23rd,Floor,'',by,Neil,Simon,``,The,Complete,Works,of,William,Shakespeare,-LRB-,abridged,-RRB-,'',by,Adam,Long,"","",Daniel,Singer,&,Jess,Winfield,``,Plaid,Tidings,'',by,Stuart,Ross,2008,``,Jekyll,&,Hyde,'',Conceived,for,the,stage,by,Steve,Cuden,&,Frank,Wildhorn,Book,&,Lyrics,by,Leslie,Bricusse,"","",Music,by,Frank,Wildhorn,``,Copenhagen,'',by,Michael,Frayn,``,The,Glass,Menagerie,'',by,Tennessee,Williams,``,A,Christmas,Carol,'',by,Charles,Dickens,"","",adapted,for,the,stage,by,Tony,Reich,2007,``,The,Full,Monty,'',Music,&,Lyrics,by,David,Yazbek,"","",Book,by,Terrence,McNally,``,The,Man,Who,Came,To,Dinner,'',by,Moss,Hart,&,George,S.,Kaufman,``,Shirley,Valentine,'',by,Willy,Russell,``,Ten,Little,Indians,-LRB-,And,Then,There,Were,None,-RRB-,'',by,Agatha,Christie,``,Cinderella,'',Music,by,Richard,Rodgers,"","",Book,&,Lyrics,by,Oscar,Hammerstein,II,2006,``,Camping,With,Henry,&,Tom,'',by,Mark,St.,Germain,``,Joseph,And,The,Amazing,Technicolor,Dreamcoat,'',Music,by,Andrew,Lloyd,Webber,"","",Lyrics,by,Tim,Rice,``,Hay,Fever,'',by,No,l,Coward,``,Deathtrap,'',by,Ira,Levin,``,Twelfth,Night,'',by,William,Shakespeare,2005,``,Tru,'',by,Jay,Presson,Allen,``,The,Sound,of,Music,'',Music,by,Richard,Rodgers,"","",Lyrics,by,Oscar,Hammerstein,II,Book,by,Howard,Lindsay,&,Russell,Crouse,``,Pippin,-LRB-,musical,-RRB-,|,Pippin,'',Book,by,Roger,O.,Hirson,"","",Music,&,Lyrics,by,Stephen,Schwartz,``,The,Diary,of,Anne,Frank,'',by,Albert,Hackett,&,Frances,Goodrich,``,A,Christmas,Carol,'',by,Charles,Dickens,"","",adapted,by,Tony,Reich,2004,``,My,Way,'',by,David,Grapes,&,Todd,Olson,``,Play,It,Again,Sam,'',by,Woody,Allen,``,Shenandoah,'',Book,by,James,Lee,Barrett,"","",Peter,Udell,&,Philip,Rose,Music,by,Gary,Geld,"","",Lyrics,by,Peter,Udell,``,Frankenstein,'',based,on,the,novel,by,Mary,Shelley,``,A,Christmas,Carol,'',by,Charles,Dickens,"","",adapted,by,Tony,Reich,2003,``,Sweeney,Todd,'',Music,&,Lyrics,by,Stephen,Sondheim,"","",Book,by,Hugh,Wheeler,``,The,Odd,Couple,'',by,Neil,Simon,``,Big,River,'',Music,&,Lyrics,by,Roger,Miller,"","",Book,by,William,Hauptman,``,Harper,Lee,'s,To,Kill,A,Mockingbird,'',by,Christopher,Sergel,``,A,Christmas,Carol,'',by,Charles,Dickens,"","",adapted,by,Tony,Reich,2002,``,Guys,&,Dolls,'',Music,&,Lyrics,by,Frank,Loesser,"","",Book,by,Jo,Swerling,&,Abe,Burrows,``,Jerry,'s,Girls,'',Concept,by,Larry,Alford,"","",Wayne,Cilento,&,Jerry,Herman,``,Bye,"","",Bye,Birdie,'',Book,by,Michael,Stewart,"","",Lryics,by,Lee,Adams,"","",Music,by,Charles,Strouse,``,Macbeth,'',by,William,Shakespeare,``,Angel,Street,'',by,Patrick,Hamilton,2001,``,Forever,Plaid,'',by,Stuart,Ross,``,Pump,Boys,and,Dinettes,'',by,John,Schimmel,"","",Cass,Morgan,"","",Jim,Wann,"","",Debra,Monk,"","",John,Foley,"","",Mark,Hardwick,``,Annie,'',Book,by,Thomas,Meehan,Music,by,Charles,Strouse,"","",Lyrics,by,Martin,Charnin,``,Brigadoon,'',Book,&,Lyrics,by,Alan,Jay,Lerner,"","",Music,by,Frederick,Lowe,``,Arsenic,and,Old,Lace,'',by,Joseph,Kesselring,2000,``,West,Side,Story,'',Concept,by,Jerome,Robbins,"","",Book,by,Arthur,Laurents,"","",Music,by,Leonard,Bernstein,"","",Lyrics,by,Stephen,Sondheim,``,Blithe,Spirit,'',by,No,l,Coward,``,Oliver,'',Music,"","",Lyrics,&,Book,by,Lionel,Bart,``,Dracula,'',by,Hamilton,Dean,&,John,L.,Balderston,1999,``,Dames,At,Sea,'',Book,&,Lyrics,by,George,Haimsohn,&,Robin,Miller,Music,by,Jim,Wise,``,Noises,Off,'',by,Michael,Frayn,``,The,King,And,I,'',Music,by,Richard,Rodgers,"","",Book,&,Lyrics,by,Oscar,Hammerstein,II,``,The,Taming,Of,The,Shrew,'',by,William,Shakespeare,``,The,All,Night,Strut,'',by,Fran,Charnas,``,Dial,'M,',For,Murder,'',by,Frederick,Knott,1998,``,Nunsense,Jamboree,'',by,Dan,Goggin,``,Who,'s,Afraid,of,Virginia,Woolf,'',by,Edward,Albee,``,Blood,Brothers,'',Book,"","",Music,&,Lyrics,by,Willy,Russell,``,Barefoot,in,the,Park,'',by,Neil,Simon,``,A,Closer,Walk,With,Patsy,Cline,'',by,Dean,Regan,``,The,Woman,In,Black,'',by,Stephen,Mallatrat,1997,``,Godspell,'',Concept,by,John,Michael,Trebelak,Music,&,Lyrics,by,Stephen,Schwartz,``,The,Lion,In,Winter,'',by,James,Goldman,``,The,Pirates,Of,Penzance,'',Book,by,W.,S.,Gilbert,"","",Music,by,Arthur,Sullivan,``,Moon,Over,Buffalo,','',by,Ken,Ludwig,``,Ai,n't,Misbehavin,',-,The,``,Fats,'',Waller,Musical,'',Concept,by,Murray,Horowitz,&,Richard,Maltby,"","",Jr.,``,Sleuth,'',by,Anthony,Shaffer,1996,``,The,Fantasticks,'',Book,&,Lyrics,by,Tom,Jones,"","",Music,by,Harvey,Schmidt,``,Cat,On,A,Hot,Tin,Roof,'',by,Tennessee,Williams,``,Cabaret,'',Book,by,Joe,Masteroff,"","",Music,by,John,Kander,"","",Lyrics,by,Fred,Ebb,``,Do,n't,Dress,for,Dinner,'',by,Marc,Canolletti,"","",Robin,Hawdon,``,A,Closer,Walk,With,Patsy,Cline,'',by,Dean,Regan,``,Sherlock,Holmes,'',by,William,Gillette,&,Arthur,Conan,Doyle,1995,``,Forever,Plaid,'',by,Stuart,Ross,``,Private,Lives,'',by,No,l,Coward,``,The,Music,Man,'',Book,"","",Music,&,Lyrics,by,Meredith,Wilson,"","",Story,by,Franklin,Lacey,``,Jacques,Brel,is,Alive,and,Well,and,Living,in,Paris,'',Conception,&,English,Lyrics,by,Eric,Blau,&,Mort,Shuman,Music,by,Jacques,Brel,``,Rumors,'',by,Neil,Simon,``,The,Mousetrap,'',by,Agatha,Christie,1994,``,Nunsense,II,'',by,Dan,Goggin,``,Greater,Tuna,'',by,Jaston,Williams,"","",Joe,Sears,&,Ed,Howard,``,Man,of,La,Mancha,'',Book,by,Dale,Wasserman,"","",Music,by,Mitch,Leigh,"","",Lyrics,by,Joe,Darion,``,Love,"","",Sex,and,The,I.R.S.,'',by,William,Van,Zandt,&,Jane,Milmore,``,Something,'s,Afoot,'',Book,"","",Music,&,Lyrics,by,James,McDonald,"","",David,Vos,&,Robert,Gerlach,1993,``,Lettice,&,Lovage,'',by,Peter,Shaffer,``,Evita,'',Music,by,Andrew,Lloyd,Webber,"","",Lyrics,by,Tim,Rice,``,Run,For,Your,Wife,'',by,Ray,Cooney,``,Murderer,'',by,Anthony,Shaffer,1992,``,A,Funny,Thing,Happened,On,The,Way,To,The,Forum,'',Book,by,Burt,Shevlove,&,Larry,Gelbart,Music,&,Lyrics,by,Stephen,Sondheim,``,Social,Security,'',by,Andrew,Bergman,``,I,Do,!}",867,2,1117,6
241099@160_13-241099@160_18,241099@160,William J. Fallon-U.S. Naval Forces Pacific,,0.596,"{In,2004,"","",the,commanders,of,both,U.S.,Naval,Forces,Atlantic,-LRB-,Admiral,William,J.,Fallon,-RRB-,and,U.S.,Naval,Forces,Pacific,-LRB-,Admiral,Walter,F.,Doran,-RRB-,were,Villanova,NROTC,graduates,.}",13,3,18,4
9803384@131_0-9803384@131_27,9803384@131,Matt Barber-Wikipedia,,0.542,"{Matt,Barber,"","",policy,director,for,the,conservative,Christian,political,action,group,Concerned,Women,for,America,"","",praised,Conservapedia,as,a,more,family-friendly,and,accurate,alternative,to,Wikipedia,.}",0,2,27,1
22381192@16_41-22381192@16_58,22381192@16,Marco Polo Shenzhen-Marco Polo Plaza Cebu,,0.714,"{Current,locations,of,Marco,Polo,Hotels,are,in,Hong,Kong,-LRB-,Marco,Polo,Hong,Kong,"","",Gateway,and,Prince,-RRB-,"","",mainland,China,-LRB-,Marco,Polo,Parkside,Beijing,"","",Marco,Polo,Wuhan,"","",Marco,Polo,Xiamen,"","",Marco,Polo,Jinjiang,"","",Marco,Polo,Shenzhen,"","",Marco,Polo,Lingnan,Tiandi,"","",Foshan,Marco,Polo,Suzhou,and,the,Philippines,-LRB-,Marco,Polo,Plaza,Cebu,and,Marco,Polo,Davao,and,the,new,Marco,Polo,Ortigas,Manila,-RRB-,.}",41,3,58,4
4316008@38_4-4316008@38_20,4316008@38,Duncan Niederauer-Executive Committee,,0.592,"{Current,NYSE,Euronext,CEO,Duncan,Niederauer,would,assume,the,same,role,with,the,newly,founded,company,and,would,lead,an,Executive,Committee,with,an,equal,number,of,current,Deutsche,Boerse,and,NYSE,Euronext,executives,.}",4,2,20,2
9530859@15_4-9530859@15_34,9530859@15,Susanne Klatten-Altana,,0.58,"{While,her,younger,siblings,Susanne,Klatten,and,Stefan,Quandt,from,her,father,'s,third,marriage,have,fortunes,estimated,in,the,billions,of,dollars,mostly,from,substantial,large,holdings,in,public,companies,such,BMW,"","",Altana,and,Varta,"","",Silvia,Quandt,'s,fortune,is,more,difficult,to,estimate,as,it,is,mainly,controlled,through,private,holding,companies,.}",4,2,34,1
19344654@164_121-19344654@164_36,19344654@164,Alan Yentob-Strategy & Digital,,0.53,"{Current,members,include,:,Director,General,;,Tony,Hall,"","",Director,"","",Radio,;,Helen,Boaden,"","",Director,"","",Television,;,Danny,Cohen,"","",Director,"","",News,and,Current,Affairs,;,James,Harding,"","",Director,"","",Strategy,&,Digital,;,James,Purnell,"","",Director,"","",BBC,Scotland,;,Ken,MacQuarrie,"","",Director,"","",BBC,Cymru,Wales,;,Rhodri,Talfan,Davies,"","",Director,"","",Northern,Ireland,;,Peter,Johnston,"","",Director,"","",Future,Media,;,Ralph,Rivera,"","",Director,"","",North,;,Peter,Salmon,"","",Managing,Director,"","",Operations,and,Finance,;,Anne,Bulford,"","",OBE,"","",Director,"","",HR,;,Lucy,Adams,"","",Editorial,Policy,and,Standards,;,David,Jordan,"","",Director,"","",Marketing,;,Philip,Almond,"","",Creative,Director,;,Alan,Yentob,"","",CEO,BBC,Worldwide,&,Director,"","",Global,;,Tim,Davie,.}",121,2,36,3
26164141@7_28-26164141@7_14,26164141@7,Bruce Mau Design-Crispin Porter + Bogusky,,0.438,"{Hello,is,part,of,the,MDC,Partners,network,"","",which,includes,agencies,such,as,Crispin,Porter,+,Bogusky,"","",kirshenbaum,bond,senecal,+,partners,"","",mono,"","",and,Bruce,Mau,Design,.}",28,3,14,4
1682902@97_0-1682902@97_21,1682902@97,Edmund Denison MP-York Railway,,0.572,"{Edmund,Denison,MP,was,keen,to,promote,a,faster,link,from,London,to,York,via,Doncaster,and,formed,the,London,and,York,Railway,issuing,a,prospectus,in,May,1844,.}",0,3,21,2
986092@8_0-986092@8_29,986092@8,Mercer-Higher Education Community Service,,0.414,"{Mercer,was,cited,by,the,Carnegie,Foundation,for,the,Advancement,of,Teaching,for,its,community,engagement,"","",and,was,among,the,113,institutions,listed,on,the,2013,President,'s,Higher,Education,Community,Service,Honor,Roll,with,Distinction,.}",0,1,29,4
16986@215_4-16986@215_1,16986@215,Gene Michael-MLB,,0.268,"{Past,MLB,players,include,Gene,Michael,"","",Rich,Rollins,"","",Dustin,Hermanson,"","",Cy,Young,Award,winner,Steve,Stone,"","",and,Rookie,of,the,Year,"","",and,Most,Valuable,Player,winner,Thurman,Munson,.}",4,2,1,1
41095378@9_0-41095378@9_2,41095378@9,Dancey-Wizards,,0.548,"{Dancey,championed,Wizards,of,the,Coast,'s,purchase,of,Last,Unicorn,Games,in,2000,"","",as,he,saw,in,them,a,smaller,and,more,efficient,RPG,R&D,force,that,he,wanted,to,bring,in,with,Wizards,',own,RPG,staff,.}",0,1,2,1
33038950@24_17-33038950@24_8,33038950@24,Michael Eisner-Stanley Gold,,0.644,"{Sitrick,advised,``,the,late,Roy,Disney,and,Stanley,Gold,when,he,orchestrated,their,campaign,to,remove,Michael,Eisner,as,chairman,of,Walt,Disney,in,2003,.}",17,2,8,2
4157@384_197-4157@384_188,4157@384,Fernando Cardoso-EU,,0.488,"{Notable,past,or,current,faculty,have,included,Nobel,Laureates,Lars,Onsager,"","",George,Stigler,"","",Vernon,L.,Smith,"","",George,Snell,and,Leon,Cooper,"","",Fields,Medal,winning,mathematician,David,Mumford,"","",mathematician,Ulf,Grenander,"","",Pulitzer,Prize,winning,historian,Gordon,S.,Wood,"","",Sakurai,Prize,winning,physicist,Gerald,Guralnik,for,co-elucidation,of,the,Higgs,mechanism,"","",award-winning,physicist,John,M.,Kosterlitz,of,the,Kosterlitz-Thouless,transition,"","",computer,scientist,and,inventor,of,hypertext,Andries,van,Dam,"","",computer,scientist,Robert,Sedgewick,"","",prominent,engineers,Daniel,C.,Drucker,"","",L.,Ben,Freund,"","",and,Mayo,D.,Hersey,"","",BrainGate,inventor,John,Donoghue,-LRB-,Ph.D,79,',-RRB-,"","",neuroscientist,Mark,F.,Bear,-LRB-,B.A,',78,"","",Ph.D,',82,-RRB-,"","",biologist,and,prominent,advocate,of,biological,evolution,Kenneth,R.,Miller,"","",first,president,of,the,American,Sociological,Association,Lester,Frank,Ward,"","",economists,Hyman,Minsky,"","",Peter,MacAvoy,"","",who,was,a,former,member,of,the,US,Council,of,Economic,Advisers,"","",William,Poole,-LRB-,economist,-RRB-,"","",Ross,Levine,"","",Oded,Galor,and,Peter,Howitt,-LRB-,economist,-RRB-,"","",former,Prime,Minister,of,Italy,and,former,EU,chief,Romano,Prodi,"","",former,President,of,Brazil,Fernando,Cardoso,"","",former,President,of,Chile,Ricardo,Lagos,"","",writers,Carlos,Fuentes,"","",Chinua,Achebe,"","",Robert,Coover,"","",Robert,Creeley,and,Keith,Waldrop,"","",former,Presidents,of,the,American,Philosophical,Association,Jaegwon,Kim,and,Ernest,Sosa,"","",philosophers,Curt,Ducasse,"","",Roderick,Chisholm,"","",and,Martha,Nussbaum,"","",linguist,Hans,Kurath,"","",political,scientist,James,Morone,and,Senior,Fellow,Sergei,Khrushchev,.}",197,2,188,1
629338@43_0-629338@43_23,629338@43,Dan Miller-Trillium,,0.532,"{Dan,Miller,and,McNeill,Robinson,"","",consultants,on,the,project,"","",revised,and,updated,the,organ,'s,tonal,specification,during,the,update,to,Trillium,level,Parallel,Digital,Imaging,technology,.}",0,2,23,1
35714163@31_34-35714163@31_3,35714163@31,Gregory Harrilson-Churchill Investments Group,,0.178,"{In,2003,"","",Churchill,Investments,Group,bought,Las,Vegas,based,real,estate,development,company,Nevada,Realty,Developers,Corporation,"","",bringing,on,current,chairman,Jonathan,Dimon,as,President,and,COO,and,designating,him,as,CEO,Gregory,Harrilson,'s,successor,.}",34,2,3,3
28179573@86_111-28179573@86_183,28179573@86,Shtefan-University Collegium Medicum,,0.5,"{Bukovinian,State,Medical,University,collaborates,with,:,Klagenfurt,Hospital,-LRB-,Austria,-RRB-,"","",Byelorussian,State,Medical,University,-LRB-,Minsk,-RRB-,"","",Grodno,State,Medical,University,"","",Vitebsk,State,Medical,University,-LRB-,Belarus,-RRB-,"","",Karlovy,University,"","",Prague,-LRB-,Check,Republic,-RRB-,"","",the,University,of,Montpellier,-LRB-,France,-RRB-,"","",University,of,Lubeck,"","",Karl-Garus,University,of,Technology,"","",Dresden,"","",Humboldt,University,"","",Berlin,"","",University,of,Konstanz,"","",University,of,Cologne,"","",Kuilnsky,University,"","",Liverpool,John,Moores,University,-LRB-,Great,Britain,-RRB-,"","",Akmolinsk,State,Medical,Academy,-LRB-,Kazakhstan,-RRB-,"","",Pedagogical,State,University,"","",Kyshyniv,"","",Mykola,Testemitsanu,State,Medical,and,Pharmaceutical,University,"","",Kyshyniv,"","",Shtefan,chel,Mare,University,"","",Suchava,"","",T.G.Shevchenko,Prydniprovsky,State,University,"","",Tyraspol,-LRB-,Moldova,-RRB-,"","",Lomonosov,State,University,-LRB-,Moscow,-RRB-,"","",Russian,State,Medical,University,"","",Moscow,"","",Russian,University,of,People,s,Friendship,"","",Moscow,"","",St.Petersburg,institute,of,Bioregulation,and,Gerontology,"","",Burdenko,Medical,Academy,"","",Sechenov,Moscow,Medical,Academy,"","",Urals,State,Medical,Academy,"","",Yekaterinburg,-LRB-,Russia,-RRB-,"","",Medical,University,-LRB-,Warsaw,-RRB-,"","",University,Collegium,Medicum,im,.}",111,1,183,3
1463625@4_24-1463625@4_7,1463625@4,Kiesow-Schmidt Spiel & Freizeit GmbH,,0.336,"{When,the,Droemer,Knaur,Verlag,and,the,Schmidt,Spiel,&,Freizeit,GmbH,published,Kiesow,'s,role,playing,game,``,Das,Schwarze,Auge,'',"","",Kiesow,organised,the,editorial,work,at,FanPro,.}",24,1,7,5
12567959@76_120-12567959@76_95,12567959@76,Yi-Jing Wu-Georgia State University,,0.484,"{The,following,projects,were,chosen,for,funding,:,Field,Evidence,of,Auditor,s,Views,on,Audit,Quality,and,Earnings,Quality,by,Brant,Christensen,"","",Marjorie,Shelley,and,Thomas,C.,Omer,"","",Texas,A&M,University,"","",and,Steven,M.,Glover,"","",Brigham,Young,University,A,Field,Investigation,of,Coordination,and,Communications,in,Globally,Dispersed,Audit,Teams,by,Denise,Hanes,"","",Bentley,University,Field,Study,Examination,of,How,Auditors,Evaluate,Internal,Control,over,Financial,Reporting,:,Implications,for,Practice,and,Research,by,Jay,Thibodeau,"","",Bentley,University,"","",Jeffrey,Cohen,"","",Boston,College,"","",Jennifer,Joe,"","",Georgia,State,University,"","",and,Greg,Tompeter,"","",University,of,Central,Florida,Learning,More,about,Auditing,Estimates,Including,Fair,Value,Measurements,by,Mark,Taylor,and,Yi-Jing,Wu,"","",Case,Western,Reserve,University,"","",and,Steven,M.,Glover,"","",Brigham,Young,University,Evaluating,the,Intentionality,of,Misstatements,:,How,Auditors,Can,Better,Differentiate,Errors,from,Fraud,by,Erin,Hamilton,"","",University,of,South,Carolina,The,CAQ,s,research,funding,continues,to,provide,opportunities,for,doctoral,students,.}",120,2,95,3
19366448@1_14-19366448@1_0,19366448@1,Brad Pelo-Folio Corporation,,0.886,"{Folio,Corporation,Folio,Corporation,was,founded,in,1987,by,Curt,Allen,and,his,brother-in-law,Brad,Pelo,.}",14,2,0,2
1673372@16_20-1673372@16_7,1673372@16,Rogers-OLN,,0.304,"{Rogers,also,is,a,non-managing,partner,in,OLN,"","",although,on,November,16,"","",2007,"","",it,was,announced,that,Rogers,will,be,acquiring,100,%,interest,in,the,service,from,the,remaining,interest,holders,"","",CTVglobemedia,and,Comcast,.}",20,1,7,1
19344654@164_48-19344654@164_125,19344654@164,Ken MacQuarrie-BBC Worldwide,,0.482,"{Current,members,include,:,Director,General,;,Tony,Hall,"","",Director,"","",Radio,;,Helen,Boaden,"","",Director,"","",Television,;,Danny,Cohen,"","",Director,"","",News,and,Current,Affairs,;,James,Harding,"","",Director,"","",Strategy,&,Digital,;,James,Purnell,"","",Director,"","",BBC,Scotland,;,Ken,MacQuarrie,"","",Director,"","",BBC,Cymru,Wales,;,Rhodri,Talfan,Davies,"","",Director,"","",Northern,Ireland,;,Peter,Johnston,"","",Director,"","",Future,Media,;,Ralph,Rivera,"","",Director,"","",North,;,Peter,Salmon,"","",Managing,Director,"","",Operations,and,Finance,;,Anne,Bulford,"","",OBE,"","",Director,"","",HR,;,Lucy,Adams,"","",Editorial,Policy,and,Standards,;,David,Jordan,"","",Director,"","",Marketing,;,Philip,Almond,"","",Creative,Director,;,Alan,Yentob,"","",CEO,BBC,Worldwide,&,Director,"","",Global,;,Tim,Davie,.}",48,2,125,2
646886@163_22-646886@163_7,646886@163,Ono-Apple,,0.402,"{Apple,'s,lawyer,responded,by,stating,that,Apple,can,not,take,action,unless,all,four,shares,are,in,agreement,"","",meaning,that,Ono,must,have,supported,the,idea,to,take,legal,action,at,the,moment,when,the,decision,was,made,.}",22,1,7,1
1972070@6_0-1972070@6_38,1972070@6,Dennis-Future Publishing,,0.694,"{Dennis,has,since,maintained,a,foothold,in,the,computer,magazine,business,-,until,Maxim,'s,success,in,the,US,in,the,late,1990s,"","",computer,magazines,were,the,mainstay,of,Dennis,',magazine,holdings,"","",second,only,to,Future,Publishing,in,the,UK,.}",0,1,38,2
28026347@30_186-28026347@30_167,28026347@30,Christopher-Indiana St. Andrew Abbey Church,,0.478,"{ACES,Library,"","",Information,and,Alumni,Center,"","",UIUC,College,of,Agriculture,"","",Consumer,"","",and,Environmental,Sciences,"","",Urbana,"","",Illinois,Archabbey,Church,of,Our,Lady,of,Einsiedeln,"","",St.,Meinrad,Archabbey,St.,Meinrad,"","",Indiana,Indianapolis-Marion,County,Public,Library,Central,Library,"","",Indianapolis,"","",Indiana,Church,of,Our,Lady,of,Loretto,"","",Saint,Mary,'s,College,-LRB-,Indiana,-RRB-,"","",Notre,Dame,"","",Indiana,Clowes,Memorial,Hall,"","",Butler,University,"","",Indianapolis,"","",Indiana,Cushwa-Leighton,Library,"","",Saint,Mary,'s,College,-LRB-,Indiana,-RRB-,"","",Notre,Dame,"","",Indiana,Grainger,Engineering,Library,Information,Center,"","",University,of,Illinois,at,Urbana-Champaign,"","",Urbana,"","",Illinois,The,Children,'s,Museum,of,Indianapolis,"","",Indianapolis,"","",Indiana,Frank,Moody,Music,Building,"","",University,of,Alabama,"","",Tuscaloosa,"","",Alabama,Musical,Arts,Center,"","",Indiana,University,"","",Bloomington,"","",Indiana,Charles,V.,Park,Library,and,Information,Services,Center,"","",Central,Michigan,University,"","",Mt.,Pleasant,"","",Michigan,David,L.,Rice,Library,"","",University,of,Southern,Indiana,"","",Evansville,"","",Indiana,St.,Andrew,Abbey,Church,"","",Cleveland,"","",Ohio,St.,Maria,Goretti,Catholic,Church,"","",Westfield,"","",Indiana,St.,Christopher,s,Episcopal,Church,"","",Carmel,"","",Indiana,St.,Thomas,Aquinas,Church,"","",Indianapolis,"","",Indiana,Minton-Capehart,Federal,Building,"","",Indianapolis,"","",Indiana,Morris,Library,"","",Southern,Illinois,University,"","",Carbondale,"","",Illinois,University,Library,"","",St.,Ambrose,University,"","",Davenport,"","",Iowa,Wabash,Valley,Correctional,Facility,"","",Carlisle,"","",Indiana,White,River,Gardens,"","",Indianapolis,"","",Indiana}",186,1,167,5
546160@207_10-546160@207_56,546160@207,Pieter Cort van der Linden-NATO,,0.488,"{Alumni,in,the,area,of,Politics,include,former,Prime,Ministers,Pieter,Cort,van,der,Linden,and,Joop,den,Uyl,"","",former,President,of,the,European,Central,Bank,"","",Minister,of,Finance,"","",and,President,of,the,Central,Bank,of,the,Netherlands,Wim,Duisenberg,"","",Member,of,the,European,Parliament,Thijs,Berman,"","",former,Secretary,General,of,NATO,Joseph,Luns,"","",Senate,group,leader,of,the,Labour,Party,and,former,trade,union,leader,Marleen,Barth,"","",president,of,OHIM,Wubbo,de,Boer,"","",former,Minister,of,Defence,and,former,European,Commissioner,for,Internal,Market,&,Services,Frits,Bolkestein,"","",former,Minister,of,Health,"","",Welfare,and,Sport,Els,Borst,"","",state,secretary,of,Health,"","",Welfare,and,Sport,Jet,Bussemaker,"","",Minister,of,Housing,"","",Spatial,Planning,and,the,Environment,Jacqueline,Cramer,"","",Minister,of,Foreign,Trade,within,the,Economic,Affairs,Frank,Heemskerk,"","",Minister,of,Justice,Ernst,Hirsch,Ballin,"","",Minister,of,the,Interior,and,Kingdom,Relations,Guusje,ter,Horst,"","",former,Minister,of,Social,Affairs,and,Employment,and,currently,deputy,director,of,UNDP,Ad,Melkert,"","",and,Minister,of,Education,"","",Culture,and,Science,Ronald,Plasterk,.}",10,5,56,1
1641350@126_29-1641350@126_25,1641350@126,Pickens-Texas Legislative Conference,,0.44,"{In,2010,"","",Pickens,was,awarded,the,annual,"","",``,Effecting,Change,'',award,by,100,Women,in,Hedge,Funds,In,December,2008,"","",the,Texas,Legislative,Conference,honored,Pickens,as,its,``,Texan,of,the,Year,'',.}",29,1,25,3
3497402@12_11-3497402@12_42,3497402@12,Lincoln-WOFM,,0.742,"{The,consolidation,brought,about,the,sale,of,the,Des,Moines,"","",Lincoln,and,Hibbing,stations,and,the,acquisitions,of,WROE,"","",WOZZ,"","",WLTM,-LRB-,now,WGEE-FM,-RRB-,"","",WNCY,and,WNFL,in,Green,Bay-Appleton/Oshkosh,and,WSAU,"","",WSAU-FM,"","",WIFC,"","",WOFM,and,WIZD,in,Wausau-Stevens,Point,.}",11,1,42,1
